data,Precipitação,Temperatura
2019-09-10,0.0,5.467958333333333
2019-09-11,0.0,5.245875
2019-09-12,2.2,3.6696458333333335
2019-09-13,0.0,4.8858125
2019-09-14,0.0,4.999875
2019-09-15,0.0,4.839104166666667
2019-09-16,0.0,5.6313125
2019-09-17,0.0,5.1179375
2019-09-18,0.2,6.121333333333333
2019-09-19,4.401,4.025083333333334
2019-09-20,24.004,3.3475625
2019-09-21,7.4,2.4343749999999997
2019-09-22,0.0,4.9074583333333335
2019-09-23,4.0,3.8153124999999997
2019-09-24,2.4,2.837125
2019-09-25,0.0,2.7180625000000003
2019-09-26,0.0,5.346229166666667
2019-09-27,3.0,3.5221250000000004
2019-09-28,0.0,5.518354166666668
2019-09-29,5.8,4.4022499999999996
2019-09-30,9.401,3.8383958333333332
2019-10-01,3.0,3.409875
2019-10-02,8.801,3.295375
2019-10-03,7.800000000000001,2.947875
2019-10-04,0.2,5.096416666666666
2019-10-05,0.0,5.1773541666666665
2019-10-06,0.0,3.2015833333333332
2019-10-07,0.0,2.9621875
2019-10-08,5.6000000000000005,3.8103541666666665
2019-10-09,0.4,4.924729166666666
2019-10-10,0.0,5.367604166666666
2019-10-11,0.0,4.631708333333333
2019-10-12,1.4,5.471208333333333
2019-10-13,2.6,5.040604166666666
2019-10-14,0.4,4.407291666666667
2019-10-15,2.2,4.265604166666667
2019-10-16,2.2,4.163770833333333
2019-10-17,8.401,2.5507291666666667
2019-10-18,11.802,2.3564583333333333
2019-10-19,13.001,1.99
2019-10-20,5.4,4.936208333333333
2019-10-21,3.6,4.186541666666667
2019-10-22,7.0,4.5134791666666665
2019-10-23,0.2,2.900541666666667
2019-10-24,1.0,4.412375
2019-10-25,0.4,5.198583333333334
2019-10-26,0.0,5.306208333333333
2019-10-27,3.4000000000000004,4.0720833333333335
2019-10-28,0.2,5.117604166666667
2019-10-29,0.4,4.988791666666667
2019-10-30,2.8,4.314229166666666
2019-10-31,2.6,3.5456041666666667
2019-11-01,4.6,3.9555000000000002
2019-11-02,0.4,5.053270833333333
2019-11-03,2.0,4.0129166666666665
2019-11-04,1.8,5.825020833333333
2019-11-05,5.8,5.309666666666667
2019-11-06,10.201,4.6425624999999995
2019-11-07,2.0,5.857
2019-11-08,0.8,5.592854166666666
2019-11-09,9.6,5.211229166666667
2019-11-10,12.4,3.5482708333333335
2019-11-11,7.2,3.8063749999999996
2019-11-12,0.4,4.682916666666666
2019-11-13,5.6,6.642166666666667
2019-11-14,4.2,4.7063125
2019-11-15,9.2,5.0140416666666665
2019-11-16,0.8,4.175604166666667
2019-11-17,3.0,3.1843958333333333
2019-11-18,2.8000000000000003,4.359916666666667
2019-11-19,8.802,3.8388333333333335
2019-11-20,2.6,4.283520833333333
2019-11-21,0.0,5.324229166666666
2019-11-22,3.2,4.4705
2019-11-23,1.2,4.809708333333334
2019-11-24,2.8,3.4972708333333333
2019-11-25,1.6,3.9280625
2019-11-26,0.8,5.7320416666666665
2019-11-27,0.6000000000000001,5.429604166666667
2019-11-28,2.0,5.534895833333334
2019-11-29,0.0,7.3693124999999995
2019-11-30,13.200999999999999,5.3062708333333335
2019-12-01,5.2,4.496791666666667
2019-12-02,12.801,4.1128124999999995
2019-12-03,18.404,2.863125
2019-12-04,13.2,3.7621458333333333
2019-12-05,8.200000000000001,3.4203958333333335
2019-12-06,2.4000000000000004,3.8580624999999995
2019-12-07,7.6000000000000005,4.810041666666667
2019-12-08,10.801,3.910979166666667
2019-12-09,6.2,4.239979166666667
2019-12-10,11.2,3.9728541666666666
